name,longitude,latitude,label,source
Niagara-on-the-Lake,-79.0717,43.2553,123,http://dbpedia.org/
Niagara-on-the-Lake (Ontario),-79.0663,43.2501,123,http://data.nytimes.com/
Niagara-on-the-Lake,-79.0663,43.2501,123,http://sws.geonames.org/
niagara on the lake,-79.0841,43.2585,123,http://rdf.freebase.com/
Melbourne,144.963,-37.814,124,http://sws.geonames.org/
melbourne australia,144.967,-37.7833,124,http://rdf.freebase.com/
Melbourne (Australia),144.963,-37.814,124,http://data.nytimes.com/
Melbourne,144.963,37.8136,124,http://dbpedia.org/
Montecito (Calif),-119.632,34.4367,125,http://data.nytimes.com/
"Montecito, California",,,125,http://dbpedia.org/
montecito,-119.631,34.4367,125,http://rdf.freebase.com/
Montecito,-119.632,34.4367,125,http://sws.geonames.org/
Scottsdale (Ariz),-111.899,33.5092,126,http://data.nytimes.com/
Scottsdale,-111.899,33.5092,126,http://sws.geonames.org/
"Scottsdale, Arizona",,,126,http://dbpedia.org/
scottsdale,-111.898,33.5092,126,http://rdf.freebase.com/
Cairo,31.2289,30.0581,127,http://dbpedia.org/
Cairo,31.2497,30.0626,127,http://sws.geonames.org/
Cairo (Egypt),31.25,30.05,127,http://data.nytimes.com/
cairo,31.2262,30.0566,127,http://rdf.freebase.com/
Guimaraes (Portugal),-8.3,41.45,128,http://data.nytimes.com/
Guimaraes,,,128,http://dbpedia.org/
Guimarães,-8.3,41.45,128,http://sws.geonames.org/
guimaraes,-8.294,41.4428,128,http://rdf.freebase.com/
jackson,-90.1847,32.2986,129,http://rdf.freebase.com/
Jackson (Miss),-90.1848,32.2988,129,http://data.nytimes.com/
"Jackson, Mississippi",,,129,http://dbpedia.org/
Jackson,-90.1848,32.2988,129,http://sws.geonames.org/
Cahors,1.44139,44.4483,130,http://dbpedia.org/
cahors,1.44139,44.4483,130,http://rdf.freebase.com/
Cahors (France),1.43663,44.4491,130,http://data.nytimes.com/
Cahors,1.43663,44.4491,130,http://sws.geonames.org/
Ulyanovsk (Russia),48.3858,54.3189,131,http://data.nytimes.com/
Ulyanovsk,48.3858,54.3189,131,http://sws.geonames.org/
Ulyanovsk,48.3667,54.3167,131,http://dbpedia.org/
ulyanovsk,48.3852,54.3249,131,http://rdf.freebase.com/
Strasbourg,7.74861,48.5844,132,http://dbpedia.org/
Strasbourg,7.75,48.5833,132,http://sws.geonames.org/
Strasbourg (France),7.75,48.5833,132,http://data.nytimes.com/
strasbourg,7.74375,48.5829,132,http://rdf.freebase.com/
Beijing (China),116.397,39.9075,133,http://data.nytimes.com/
Beijing,116.38,39.9139,133,http://dbpedia.org/
Beijing,116.397,39.9075,133,http://sws.geonames.org/
beijing,116.4,39.91,133,http://rdf.freebase.com/
Hopewell Junction,-73.8087,41.584,134,http://sws.geonames.org/
hopewell junction,-73.7997,41.5842,134,http://rdf.freebase.com/
Hopewell Junction (NY),-73.8087,41.584,134,http://data.nytimes.com/
"Hopewell Junction, New York",,,134,http://dbpedia.org/
Mogadishu,45.3438,2.03711,135,http://sws.geonames.org/
mogadishu,45.3426,2.04109,135,http://rdf.freebase.com/
Mogadishu (Somalia),45.3419,2.03914,135,http://data.nytimes.com/
Mogadishu,45.35,2.06667,135,http://dbpedia.org/
Milford,-74.8024,41.3223,136,http://sws.geonames.org/
milford pennsylvania,-74.8028,41.3222,136,http://rdf.freebase.com/
Milford (Pa),-74.8024,41.3223,136,http://data.nytimes.com/
"Milford, Pennsylvania",,,136,http://dbpedia.org/
Golfito,-83.1619,8.63432,137,http://dbpedia.org/
golfito,-83.15,8.65,137,http://rdf.freebase.com/
Golfito (Costa Rica),-83.15,8.65,137,http://data.nytimes.com/
Golfito,-83.15,8.65,137,http://sws.geonames.org/
passaic,-74.1289,40.8567,138,http://rdf.freebase.com/
Passaic (NJ),-74.1285,40.8568,138,http://data.nytimes.com/
"Passaic, New Jersey",,,138,http://dbpedia.org/
Passaic,-74.1285,40.8568,138,http://sws.geonames.org/
Cabarete (Dominican Republic),-70.4,19.75,139,http://data.nytimes.com/
cabarete,-70.4083,19.7511,139,http://rdf.freebase.com/
Cabarete,-70.4083,19.7511,139,http://dbpedia.org/
Cabarete,-70.4,19.75,139,http://sws.geonames.org/
Darjeeling (India),88.2667,27.0333,140,http://data.nytimes.com/
Darjeeling,88.2667,27.0333,140,http://sws.geonames.org/
Darjeeling,88.16,27.03,140,http://dbpedia.org/
darjeeling,88.2644,27.0436,140,http://rdf.freebase.com/
Dunhuang,94.6667,40.15,141,http://dbpedia.org/
Dunhuang,94.6833,40.1667,141,http://sws.geonames.org/
Dunhuang (China),94.6833,40.1667,141,http://data.nytimes.com/
dunhuang,94.65,40.1,141,http://rdf.freebase.com/
abu dhabi,54.38,24.47,142,http://rdf.freebase.com/
Abu Dhabi,54.3667,24.4667,142,http://dbpedia.org/
Abu Dhabi (United Arab Emirates),54.3667,24.4667,142,http://data.nytimes.com/
Abu Dhabi,54.3667,24.4667,142,http://sws.geonames.org/
rochester,-77.6158,43.1547,144,http://rdf.freebase.com/
"Rochester, New York",,,144,http://dbpedia.org/
Rochester (NY),-77.6156,43.1548,144,http://data.nytimes.com/
Rochester,-77.6156,43.1548,144,http://sws.geonames.org/
bath,-2.3667,51.3833,145,http://rdf.freebase.com/
Bath (England),-2.36556,51.3794,145,http://data.nytimes.com/
Bath,-2.36556,51.3794,145,http://sws.geonames.org/
"Bath, Somerset",,,145,http://dbpedia.org/
Fes,-5.0,34.0333,146,http://dbpedia.org/
Fez (Morocco),-4.98,34.05,146,http://data.nytimes.com/
Fes,-4.98,34.05,146,http://sws.geonames.org/
fes,-5.00194,34.0442,146,http://rdf.freebase.com/
"St Ives, Cornwall",,,147,http://dbpedia.org/
St Ives,-5.4875,50.2086,147,http://sws.geonames.org/
St Ives (England),-5.4875,50.2086,147,http://data.nytimes.com/
timbuktu,-3.009444,16.775833,148,http://rdf.freebase.com/
Timbuktu,-3.00742,16.7735,148,http://sws.geonames.org/
Timbuktu (Mali),-3.00742,16.7735,148,http://data.nytimes.com/
Timbuktu,-3.00944,16.7758,148,http://dbpedia.org/
Red Bank,-74.0643,40.3471,149,http://sws.geonames.org/
Red Bank (NJ),-74.0643,40.3471,149,http://data.nytimes.com/
"Red Bank, New Jersey",,,149,http://dbpedia.org/
red bank new jersey,-74.0647,40.3469,149,http://rdf.freebase.com/
Colmar (France),7.36667,48.0833,150,http://data.nytimes.com/
colmar,7.36667,48.0667,150,http://rdf.freebase.com/
Colmar,7.35556,48.0817,150,http://dbpedia.org/
Colmar,7.36667,48.0833,150,http://sws.geonames.org/
Trieste,13.8,45.6333,151,http://dbpedia.org/
Trieste,13.78,45.6486,151,http://sws.geonames.org/
trieste,13.8,45.6333,151,http://rdf.freebase.com/
Trieste (Italy),13.78,45.6486,151,http://data.nytimes.com/
Xalapa (Mexico),-96.9167,19.5333,152,http://data.nytimes.com/
Xalapa,-96.9275,19.54,152,http://dbpedia.org/
xalapa,-96.9275,19.54,152,http://rdf.freebase.com/
Xalapa,-96.9167,19.5333,152,http://sws.geonames.org/
North Stonington (Conn),-71.8812,41.4409,153,http://data.nytimes.com/
North Stonington,-71.8812,41.4409,153,http://sws.geonames.org/
"North Stonington, Connecticut",,,153,http://dbpedia.org/
north stonington,-71.8812,41.4409,153,http://rdf.freebase.com/
Hot Springs,-93.0552,34.5037,154,http://sws.geonames.org/
hot springs,-93.055,34.5036,154,http://rdf.freebase.com/
Hot Springs (Ark),-93.0552,34.5037,154,http://data.nytimes.com/
"Hot Springs, Arkansas",,,154,http://dbpedia.org/
old lyme,-72.329,41.3159,155,http://rdf.freebase.com/
Old Lyme,-72.329,41.3159,155,http://sws.geonames.org/
"Old Lyme, Connecticut",,,155,http://dbpedia.org/
Old Lyme (Conn),-72.329,41.3159,155,http://data.nytimes.com/
Bangkok (Thailand),100.517,13.75,156,http://data.nytimes.com/
Bangkok,100.494,13.7522,156,http://dbpedia.org/
bangkok,100.483,13.75,156,http://rdf.freebase.com/
Bangkok,100.517,13.75,156,http://sws.geonames.org/
"Shanksville, Pennsylvania",,,157,http://dbpedia.org/
Shanksville,-78.9072,40.0179,157,http://sws.geonames.org/
Shanksville (PA),-78.9072,40.0179,157,http://data.nytimes.com/
shanksville,-78.9058,40.0172,157,http://rdf.freebase.com/
Mantova,10.7978,45.1603,158,http://sws.geonames.org/
mantua,10.8,45.1667,158,http://rdf.freebase.com/
Mantua (Italy),10.7738,45.1521,158,http://data.nytimes.com/
Mantua,10.8,45.1667,158,http://dbpedia.org/
Dubai (United Arab Emirates),55.28,25.2522,159,http://data.nytimes.com/
Dubai,55.28,25.2522,159,http://sws.geonames.org/
Dubai,55.3,25.25,159,http://dbpedia.org/
dubai,55.3095,25.2697,159,http://rdf.freebase.com/
"Middletown, Connecticut",,,160,http://dbpedia.org/
middletown,-72.6511,41.5622,160,http://rdf.freebase.com/
Dakar,-17.4441,14.6937,161,http://sws.geonames.org/
Dakar (Senegal),-17.4439,14.6951,161,http://data.nytimes.com/
dakar,-17.4442,14.6962,161,http://rdf.freebase.com/
Dakar,-17.4467,14.6928,161,http://dbpedia.org/
naples,14.25,40.8333,162,http://rdf.freebase.com/
Naples (Italy),14.25,40.8333,162,http://data.nytimes.com/
Naples,14.25,40.8333,162,http://dbpedia.org/
Naples,14.25,40.8333,162,http://sws.geonames.org/
kuala lumpur,101.7,3.15972,163,http://rdf.freebase.com/
Kuala Lumpur,101.693,3.1475,163,http://dbpedia.org/
Kuala Lumpur (Malaysia),101.7,3.16667,163,http://data.nytimes.com/
Kuala Lumpur,101.687,3.1412,163,http://sws.geonames.org/
Lower East Side,-73.9897,40.7172,164,http://dbpedia.org/
Lower East Side (NYC),-73.9868,40.7161,164,http://data.nytimes.com/
lower east side manhattan,-73.988,40.719,164,http://rdf.freebase.com/
Lower East Side,-73.9868,40.7161,164,http://sws.geonames.org/
Dujiangyan City,103.5,30.9,165,http://dbpedia.org/
dujiangyan,103.5,30.9,165,http://rdf.freebase.com/
Pyongyang (North Korea),125.755,39.0194,166,http://data.nytimes.com/
Pyongyang,125.754,39.0339,166,http://sws.geonames.org/
Pyongyang,125.738,39.0194,166,http://dbpedia.org/
pyongyang,125.75,39.0333,166,http://rdf.freebase.com/
aveiro,-8.65,40.6333,167,http://rdf.freebase.com/
Aveiro,-8.65,40.6333,167,http://sws.geonames.org/
Aveiro (Portugal),-8.65,40.6333,167,http://data.nytimes.com/
"Aveiro, Portugal",,,167,http://dbpedia.org/
Homer,-151.548,59.6425,168,http://sws.geonames.org/
"Homer, Alaska",,,168,http://dbpedia.org/
Homer (Alaska),-151.548,59.6425,168,http://data.nytimes.com/
ravenna,12.2,44.4167,169,http://rdf.freebase.com/
Ravenna,12.2011,44.4175,169,http://sws.geonames.org/
Ravenna (Italy),12.2011,44.4175,169,http://data.nytimes.com/
Ravenna,12.2,44.4167,169,http://dbpedia.org/
Haditha,42.3781,34.1397,170,http://dbpedia.org/
Haditha (Iraq),42.3781,34.1397,170,http://data.nytimes.com/
haditha,42.3781,34.1397,170,http://rdf.freebase.com/
Ḩadīthah,42.3781,34.1397,170,http://sws.geonames.org/
calcutta,88.3697,22.5697,171,http://rdf.freebase.com/
Kolkata,88.3697,22.5697,171,http://sws.geonames.org/
Kolkata,88.0,22.0,171,http://dbpedia.org/
Calcutta (India),88.3697,22.5697,171,http://data.nytimes.com/
Dafen,113.378,23.9747,172,http://sws.geonames.org/
Dafen (town of painting replicas),,,172,http://dbpedia.org/
Dafen (China),113.378,23.9747,172,http://data.nytimes.com/
seoul,127.0,37.5833,173,http://rdf.freebase.com/
Seoul (South Korea),127.0,37.5664,173,http://data.nytimes.com/
Seoul,126.978,37.5683,173,http://sws.geonames.org/
Seoul,126.977,37.5689,173,http://dbpedia.org/
Brisbane (Australia),153.028,-27.4679,174,http://data.nytimes.com/
brisbane,153.033,-27.4667,174,http://rdf.freebase.com/
Brisbane,153.028,-27.4679,174,http://sws.geonames.org/
Brisbane,153.028,27.4678,174,http://dbpedia.org/
nassau,-77.3333,25.0667,175,http://rdf.freebase.com/
"Nassau, Bahamas",,,175,http://dbpedia.org/
Nassau (Bahamas),-77.35,25.0833,175,http://data.nytimes.com/
Nassau,-77.3431,25.0582,175,http://sws.geonames.org/
monteverde,-84.825,10.3143,176,http://rdf.freebase.com/
Monteverde (Costa Rica),-83.4333,10.1,176,http://data.nytimes.com/
Monteverde,-83.4333,10.1,176,http://sws.geonames.org/
Monteverde,-84.825,10.3143,176,http://dbpedia.org/
Antwerp,4.4,51.2167,177,http://dbpedia.org/
Antwerp,4.41667,51.2167,177,http://sws.geonames.org/
Antwerp (Belgium),4.41667,51.2167,177,http://data.nytimes.com/
antwerp,4.40208,51.2209,177,http://rdf.freebase.com/
Long Beach,-73.6579,40.5884,178,http://sws.geonames.org/
"Long Beach, New York",,,178,http://dbpedia.org/
Long Beach (NY),-73.6579,40.5884,178,http://data.nytimes.com/
long beach new york,-73.6583,40.5883,178,http://rdf.freebase.com/
Soweto,27.8658,-26.2661,179,http://dbpedia.org/
soweto,27.8659,-26.2661,179,http://rdf.freebase.com/
Soweto (South Africa),27.8667,-26.2667,179,http://data.nytimes.com/
Soweto,27.8667,-26.2667,179,http://sws.geonames.org/
amalfi,14.6,40.6333,180,http://rdf.freebase.com/
Amalfi (Italy),14.6024,40.6349,180,http://data.nytimes.com/
Amalfi,14.6,40.6333,180,http://dbpedia.org/
Amalfi,14.6024,40.6349,180,http://sws.geonames.org/
Versailles,,,181,http://dbpedia.org/
Versailles (France),2.13333,48.8,181,http://data.nytimes.com/
Versailles,2.13333,48.8,181,http://sws.geonames.org/
versailles,2.135,48.8053,181,http://rdf.freebase.com/
Nagasaki,129.867,32.7833,182,http://dbpedia.org/
Nagasaki (Japan),129.868,32.755,182,http://data.nytimes.com/
nagasaki,129.867,32.7833,182,http://rdf.freebase.com/
Nagasaki,129.868,32.755,182,http://sws.geonames.org/
Cutchogue (NY),-72.4851,41.0107,183,http://data.nytimes.com/
Cutchogue,-72.4851,41.0107,183,http://sws.geonames.org/
cutchogue,-72.4736,41.0106,183,http://rdf.freebase.com/
"Cutchogue, New York",,,183,http://dbpedia.org/
nantucket,-70.1,41.2833,184,http://rdf.freebase.com/
Nantucket,-70.0995,41.2835,184,http://sws.geonames.org/
"Nantucket, Massachusetts",,,184,http://dbpedia.org/
Nantucket (Mass),-70.0995,41.2835,184,http://data.nytimes.com/
San Cristobal de las Casas,,,185,http://dbpedia.org/
san cristobal de las casas,-92.63,16.75,185,http://rdf.freebase.com/
San Cristóbal de las Casas,-92.6333,16.75,185,http://sws.geonames.org/
San Cristobal de las Casas (Mexico),-92.6333,16.75,185,http://data.nytimes.com/
Bayreuth,11.5783,49.9481,186,http://sws.geonames.org/
bayreuth,11.5783,49.9481,186,http://rdf.freebase.com/
Bayreuth,11.5783,49.9481,186,http://dbpedia.org/
Bayreuth (Germany),11.5783,49.9481,186,http://data.nytimes.com/
lecce,18.1667,40.35,187,http://rdf.freebase.com/
Lecce,18.1667,40.35,187,http://dbpedia.org/
Lecce,18.172,40.357,187,http://sws.geonames.org/
Lecce (Italy),18.172,40.357,187,http://data.nytimes.com/
Kalkan,29.4083,36.2581,188,http://dbpedia.org/
Kalkan (Turkey),29.4153,36.2656,188,http://data.nytimes.com/
kalkan,29.4083,36.2581,188,http://rdf.freebase.com/
Kalkan,29.4153,36.2656,188,http://sws.geonames.org/
"Niagara Falls, Ontario",,,189,http://dbpedia.org/
niagara falls ontario,-79.0667,43.1167,189,http://rdf.freebase.com/
Niagara Falls (Ontario),-79.0663,43.1001,189,http://data.nytimes.com/
Niagara Falls,-79.0663,43.1001,189,http://sws.geonames.org/
punta gorda,-82.0456,26.9294,190,http://rdf.freebase.com/
"Punta Gorda, Florida",,,190,http://dbpedia.org/
Punta Gorda,-82.0454,26.9298,190,http://sws.geonames.org/
Punta Gorda (Fla),-82.0454,26.9298,190,http://data.nytimes.com/
Lockerbie (Scotland),-3.35,55.1167,191,http://data.nytimes.com/
lockerbie,-3.35,55.1167,191,http://rdf.freebase.com/
Lockerbie,-3.357,55.12,191,http://dbpedia.org/
Lockerbie,-3.35,55.1167,191,http://sws.geonames.org/
San Antonio,-98.4936,29.4241,192,http://sws.geonames.org/
San Antonio (Tex),-98.4936,29.4241,192,http://data.nytimes.com/
san antonio,-98.4933,29.4239,192,http://rdf.freebase.com/
San Antonio,-98.5,29.4167,192,http://dbpedia.org/
ayacucho,-74.2244,-13.1631,193,http://rdf.freebase.com/
Ayacucho,-74.2244,-13.1631,193,http://dbpedia.org/
Ayacucho (Peru),-74.2239,-13.1583,193,http://data.nytimes.com/
Ayacucho,-74.2239,-13.1583,193,http://sws.geonames.org/
ciudad juarez,-106.475,31.7333,194,http://rdf.freebase.com/
Ciudad Juarez,,,194,http://dbpedia.org/
Juarez (Mexico),-106.483,31.7333,194,http://data.nytimes.com/
Ciudad Juárez,-106.483,31.7333,194,http://sws.geonames.org/
Edirne,26.556,41.6772,195,http://sws.geonames.org/
edirne,26.5608,41.6744,195,http://rdf.freebase.com/
Edirne,26.5667,41.6667,195,http://dbpedia.org/
Edirne (Turkey),26.556,41.6772,195,http://data.nytimes.com/
las vegas,-115.136389,,196,http://rdf.freebase.com/
Las Vegas (Nev),-115.137,36.175,196,http://data.nytimes.com/
"Las Vegas, Nevada",,,196,http://dbpedia.org/
Las Vegas,-115.137,36.175,196,http://sws.geonames.org/
Messene (Greece),22.0078,37.0511,197,http://data.nytimes.com/
Messene,,,197,http://dbpedia.org/
Messíni,22.0078,37.0511,197,http://sws.geonames.org/
messene,22.0,37.05,197,http://rdf.freebase.com/
parma,10.3333,44.8,198,http://rdf.freebase.com/
Parma,10.329,44.8027,198,http://sws.geonames.org/
Parma (Italy),10.329,44.8027,198,http://data.nytimes.com/
Parma,10.3333,44.8,198,http://dbpedia.org/
"Bay Ridge, Brooklyn",,,199,http://dbpedia.org/
bay ridge brooklyn,-74.031,40.627,199,http://rdf.freebase.com/
Bay Ridge (NYC),-74.0146,40.634,199,http://data.nytimes.com/
Bay Ridge,-74.0146,40.634,199,http://sws.geonames.org/
Ixtapa,-101.551,17.6367,200,http://dbpedia.org/
Ixtapa,-101.642,17.6678,200,http://sws.geonames.org/
Ixtapa (Mexico),-101.642,17.6678,200,http://data.nytimes.com/
aswan,32.9167,24.0667,201,http://rdf.freebase.com/
Aswan (Egypt),32.8989,24.0875,201,http://data.nytimes.com/
Aswan,32.8989,24.0875,201,http://sws.geonames.org/
Aswan,32.8997,24.0889,201,http://dbpedia.org/
new milford,-73.4089,41.5769,202,http://rdf.freebase.com/
New Milford (Conn),-73.4085,41.577,202,http://data.nytimes.com/
"New Milford, Connecticut",,,202,http://dbpedia.org/
New Milford,-73.4085,41.577,202,http://sws.geonames.org/
Jena,-92.1337,31.6832,203,http://sws.geonames.org/
"Jena, Louisiana",,,203,http://dbpedia.org/
Jena (LA),-92.1337,31.6832,203,http://data.nytimes.com/
jena louisiana,-92.1247,31.69,203,http://rdf.freebase.com/
Rio de Janeiro,-43.1771,-22.9054,204,http://dbpedia.org/
Rio de Janeiro (Brazil),-43.2075,-22.9028,204,http://data.nytimes.com/
rio de janeiro,-43.2436,-22.9083,204,http://rdf.freebase.com/
Rio de Janeiro,-43.2075,-22.9028,204,http://sws.geonames.org/
"Prospect Heights, Brooklyn",,,205,http://dbpedia.org/
prospect heights brooklyn,-73.9694,40.6778,205,http://rdf.freebase.com/
Prospect Heights (NYC),-73.9677,40.6775,205,http://data.nytimes.com/
Prospect Heights,-73.9677,40.6775,205,http://sws.geonames.org/
Fontainebleau,2.7025,48.4097,206,http://dbpedia.org/
Fontainebleau,2.7,48.4,206,http://sws.geonames.org/
fontainebleau,2.70222,48.4053,206,http://rdf.freebase.com/
Fontainebleau (France),2.7,48.4,206,http://data.nytimes.com/
piermont new york,-73.9186,41.0419,207,http://rdf.freebase.com/
"Piermont, New York",,,207,http://dbpedia.org/
Piermont (NY),-73.9182,41.042,207,http://data.nytimes.com/
Piermont,-73.9182,41.042,207,http://sws.geonames.org/
sleepy hollow new york,-73.8589,41.0856,208,http://rdf.freebase.com/
Sleepy Hollow (NY),-73.8585,41.0857,208,http://data.nytimes.com/
"Sleepy Hollow, New York",,,208,http://dbpedia.org/
Sleepy Hollow,-73.8585,41.0857,208,http://sws.geonames.org/
Santiago de Cuba,-75.8139,20.0198,209,http://dbpedia.org/
Santiago de Cuba (Cuba),-75.8219,20.0247,209,http://data.nytimes.com/
santiago de cuba,-75.8206,20.0283,209,http://rdf.freebase.com/
Santiago de Cuba,-75.8219,20.0247,209,http://sws.geonames.org/
"Missoula, Montana",,,210,http://dbpedia.org/
Missoula (Mont),-113.994,46.8721,210,http://data.nytimes.com/
Missoula,-113.994,46.8721,210,http://sws.geonames.org/
missoula,-113.993,46.8722,210,http://rdf.freebase.com/
bodrum,27.4339,37.0409,211,http://rdf.freebase.com/
Bodrum,27.4333,37.0333,211,http://dbpedia.org/
Bodrum,27.4292,37.0383,211,http://sws.geonames.org/
Bodrum (Turkey),27.4292,37.0383,211,http://data.nytimes.com/
Canberra,149.128,-35.2835,212,http://sws.geonames.org/
Canberra,149.124,-35.3081,212,http://dbpedia.org/
Canberra (Australia),149.128,-35.2835,212,http://data.nytimes.com/
canberra,149.131,-35.2828,212,http://rdf.freebase.com/
amman,35.9333,31.95,213,http://rdf.freebase.com/
Amman,35.9328,31.9333,213,http://dbpedia.org/
Amman (Jordan),35.9333,31.95,213,http://data.nytimes.com/
Amman,35.945,31.9552,213,http://sws.geonames.org/
"Mashpee, Massachusetts",,,214,http://dbpedia.org/
Mashpee,-70.4811,41.6484,214,http://sws.geonames.org/
Mashpee (Mass),-70.4811,41.6484,214,http://data.nytimes.com/
mashpee,-70.4811,41.6484,214,http://rdf.freebase.com/
Cadiz (Spain),-6.29944,36.5336,215,http://data.nytimes.com/
Cádiz,-6.29944,36.5336,215,http://sws.geonames.org/
cadiz,-6.28333,36.5167,215,http://rdf.freebase.com/
Cadiz,-6.28333,36.5333,215,http://dbpedia.org/
norfolk virginia,-76.2599,36.8857,216,http://rdf.freebase.com/
Norfolk (Va),-76.2852,36.8468,216,http://data.nytimes.com/
Norfolk,-76.2852,36.8468,216,http://sws.geonames.org/
"Norfolk, Virginia",,,216,http://dbpedia.org/
Sheepshead Bay (NYC),-73.9446,40.5912,217,http://data.nytimes.com/
sheepshead bay brooklyn,-73.942,40.582,217,http://rdf.freebase.com/
Sheepshead Bay,-73.9446,40.5912,217,http://sws.geonames.org/
"Sheepshead Bay, Brooklyn",,,217,http://dbpedia.org/
Chinatown,-73.9963,40.7165,218,http://sws.geonames.org/
Chinatown (NYC),-73.9963,40.7165,218,http://data.nytimes.com/
chinatown manhattan,-74.0025,40.7183,218,http://rdf.freebase.com/
"Chinatown, Manhattan",,,218,http://dbpedia.org/
Bordeaux (France),-0.566667,44.8333,219,http://data.nytimes.com/
Bordeaux,-0.578333,44.8386,219,http://dbpedia.org/
bordeaux,-0.578333,44.8386,219,http://rdf.freebase.com/
Bordeaux,-0.566667,44.8333,219,http://sws.geonames.org/
Oxford (Conn),-73.1168,41.434,220,http://data.nytimes.com/
Oxford,-73.1168,41.434,220,http://sws.geonames.org/
oxford connecticut,-73.1168,41.434,220,http://rdf.freebase.com/
"Oxford, Connecticut",,,220,http://dbpedia.org/
quito,-78.5097,-0.218611,221,http://rdf.freebase.com/
Quito,-78.5833,-0.25,221,http://dbpedia.org/
Quito,-78.5249,-0.229854,221,http://sws.geonames.org/
Quito (Ecuador),-78.5,-0.216667,221,http://data.nytimes.com/
Honolulu (Hawaii),-157.858,21.3069,222,http://data.nytimes.com/
Honolulu,-157.858,21.3069,222,http://sws.geonames.org/
honolulu,-157.858,21.3069,222,http://rdf.freebase.com/
Honolulu,-157.826,21.3089,222,http://dbpedia.org/
bourges,2.39639,47.0839,223,http://rdf.freebase.com/
Bourges,2.39639,47.0844,223,http://dbpedia.org/
Bourges,2.4,47.0833,223,http://sws.geonames.org/
Bourges (France),2.4,47.0833,223,http://data.nytimes.com/
"Scranton, Pennsylvania",,,224,http://dbpedia.org/
Scranton (Pa),-75.6624,41.409,224,http://data.nytimes.com/
scranton,-75.6628,41.4089,224,http://rdf.freebase.com/
Scranton,-75.6624,41.409,224,http://sws.geonames.org/
alajuela,-84.2167,10.0167,225,http://rdf.freebase.com/
Alajuela (Costa Rica),-84.2167,10.0167,225,http://data.nytimes.com/
Alajuela,-84.2167,10.0167,225,http://sws.geonames.org/
Alajuela,-84.2167,10.0167,225,http://dbpedia.org/
Sacramento,-121.494,38.5816,226,http://sws.geonames.org/
Sacramento (Calif),-121.494,38.5816,226,http://data.nytimes.com/
"Sacramento, California",,,226,http://dbpedia.org/
sacramento,-121.493,38.5817,226,http://rdf.freebase.com/
Orleans (Mass),-69.9897,41.7898,227,http://data.nytimes.com/
Orleans,-69.9897,41.7898,227,http://sws.geonames.org/
"Orleans, Massachusetts",,,227,http://dbpedia.org/
Silver City (New Mexico),-108.274,32.7781,228,http://dbpedia.org/
Silver City (NM),-108.28,32.7701,228,http://data.nytimes.com/
silver city,-108.28,32.77,228,http://rdf.freebase.com/
Silver City,-108.28,32.7701,228,http://sws.geonames.org/
Chartres,1.48418,48.4558,230,http://dbpedia.org/
chartres,1.48583,48.4436,230,http://rdf.freebase.com/
Chartres (France),1.48925,48.4469,230,http://data.nytimes.com/
Chartres,1.48925,48.4469,230,http://sws.geonames.org/
Tours,0.683333,47.3833,231,http://sws.geonames.org/
Tours,0.689167,47.3936,231,http://dbpedia.org/
Tours (France),0.683333,47.3833,231,http://data.nytimes.com/
tours,0.69,47.38,231,http://rdf.freebase.com/
Rovinj,13.64,45.08,232,http://sws.geonames.org/
Rovinj (Croatia),13.64,45.08,232,http://data.nytimes.com/
rovinj,13.6333,45.0833,232,http://rdf.freebase.com/
Rovinj,13.6333,45.0833,232,http://dbpedia.org/
Montauk,-71.9545,41.0359,233,http://sws.geonames.org/
Montauk (NY),-71.9545,41.0359,233,http://data.nytimes.com/
"Montauk, New York",,,233,http://dbpedia.org/
montauk,-71.955,41.0358,233,http://rdf.freebase.com/
Basra,47.8167,30.5,234,http://dbpedia.org/
Basra,47.8192,30.4942,234,http://sws.geonames.org/
Basra (Iraq),47.8192,30.4942,234,http://data.nytimes.com/
basra,47.8236,30.4944,234,http://rdf.freebase.com/
Nagoya,136.906,35.1815,235,http://dbpedia.org/
nagoya,136.917,35.1667,235,http://rdf.freebase.com/
Nagoya,136.906,35.1815,235,http://sws.geonames.org/
Nagoya (Japan),136.906,35.1815,235,http://data.nytimes.com/
"Montgomery, Alabama",,,236,http://dbpedia.org/
montgomery,-86.3,32.3667,236,http://rdf.freebase.com/
Montgomery (Ala),-86.3,32.3668,236,http://data.nytimes.com/
Montgomery,-86.3,32.3668,236,http://sws.geonames.org/
manchester,-71.4553,42.9956,237,http://rdf.freebase.com/
"Manchester, New Hampshire",,,237,http://dbpedia.org/
Manchester,-71.4548,42.9956,237,http://sws.geonames.org/
Manchester (NH),-71.4548,42.9956,237,http://data.nytimes.com/
Lucca (Italy),10.5058,43.8436,238,http://data.nytimes.com/
Lucca,10.5,43.85,238,http://dbpedia.org/
Lucca,10.5058,43.8436,238,http://sws.geonames.org/
lucca,10.5014,43.8442,238,http://rdf.freebase.com/
Cahuita,-82.8456,9.73889,239,http://dbpedia.org/
Cahuita (Costa Rica),-82.85,9.73333,239,http://data.nytimes.com/
Cahuita,-82.85,9.73333,239,http://sws.geonames.org/
St Petersburg (Russia),30.2642,59.8944,240,http://data.nytimes.com/
Saint-Petersburg,30.2642,59.8944,240,http://sws.geonames.org/
saint petersburg,30.3333,59.9333,240,http://rdf.freebase.com/
