File,Label
t_014c2259cce4ab13____c2_1____1.parquet,8
t_014c2259cce4ab13____c2_1____2.parquet,8
t_014c2259cce4ab13____c2_1____3.parquet,8
t_014c2259cce4ab13____c2_1____4.parquet,8
t_014c2259cce4ab13____c7_0____0.parquet,8
t_014c2259cce4ab13____c7_0____2.parquet,8
t_014c2259cce4ab13____c7_0____3.parquet,8
t_bd6030667b3d0d9a____c1_0____0.parquet,9
t_bd6030667b3d0d9a____c1_0____1.parquet,9
t_bd6030667b3d0d9a____c1_0____2.parquet,9
t_bd6030667b3d0d9a____c1_0____3.parquet,9
t_bd6030667b3d0d9a____c1_0____4.parquet,9
t_bd6030667b3d0d9a____c2_0____0.parquet,9
t_bd6030667b3d0d9a____c2_0____1.parquet,9
t_bd6030667b3d0d9a____c2_0____2.parquet,9
t_bd6030667b3d0d9a____c2_0____3.parquet,9
t_bd6030667b3d0d9a____c2_0____4.parquet,9
t_014c2259cce4ab13____c9_0____0.parquet,8
t_014c2259cce4ab13____c9_0____1.parquet,8
t_014c2259cce4ab13____c9_0____2.parquet,8
t_014c2259cce4ab13____c9_0____3.parquet,8
t_014c2259cce4ab13____c9_0____4.parquet,8
t_014c2259cce4ab13____c10_1____0.parquet,8
t_014c2259cce4ab13____c10_1____1.parquet,8
t_014c2259cce4ab13____c10_1____2.parquet,8
t_014c2259cce4ab13____c10_1____3.parquet,8
t_014c2259cce4ab13____c10_1____4.parquet,8
t_014c2259cce4ab13____c4_1____0.parquet,8
t_014c2259cce4ab13____c4_1____1.parquet,9
t_bd6030667b3d0d9a____c4_0____0.parquet,9
t_bd6030667b3d0d9a____c4_0____1.parquet,9
t_bd6030667b3d0d9a____c4_0____2.parquet,9
t_bd6030667b3d0d9a____c4_0____3.parquet,9
t_bd6030667b3d0d9a____c4_0____4.parquet,9
t_bd6030667b3d0d9a____c4_1____0.parquet,9
t_bd6030667b3d0d9a____c4_1____1.parquet,9
t_bd6030667b3d0d9a____c4_1____2.parquet,9
t_bd6030667b3d0d9a____c4_1____3.parquet,9
t_bd6030667b3d0d9a____c4_1____4.parquet,9
t_bd6030667b3d0d9a____c5_0____0.parquet,9
t_bd6030667b3d0d9a____c5_0____1.parquet,9
t_bd6030667b3d0d9a____c5_0____2.parquet,9
t_bd6030667b3d0d9a____c5_0____3.parquet,9
t_bd6030667b3d0d9a____c5_0____4.parquet,9
t_014c2259cce4ab13____c4_1____2.parquet,9
t_014c2259cce4ab13____c4_1____3.parquet,9
t_014c2259cce4ab13____c4_1____4.parquet,9
t_014c2259cce4ab13____c6_1____0.parquet,9
t_014c2259cce4ab13____c6_1____1.parquet,9
t_014c2259cce4ab13____c6_1____2.parquet,9
t_014c2259cce4ab13____c6_1____3.parquet,9
t_014c2259cce4ab13____c6_1____4.parquet,9
t_bd6030667b3d0d9a____c6_0____0.parquet,9
t_bd6030667b3d0d9a____c6_0____1.parquet,9
t_bd6030667b3d0d9a____c6_0____2.parquet,9
t_bd6030667b3d0d9a____c6_0____3.parquet,9
t_bd6030667b3d0d9a____c6_0____4.parquet,9
t_03e347c6a1b6918b____c11_0____0.parquet,10
t_03e347c6a1b6918b____c10_0____0.parquet,10
t_03e347c6a1b6918b____c10_0____1.parquet,10
t_03e347c6a1b6918b____c10_0____2.parquet,10
t_03e347c6a1b6918b____c10_0____3.parquet,10
t_03e347c6a1b6918b____c10_0____4.parquet,10
t_03e347c6a1b6918b____c10_1____0.parquet,10
t_03e347c6a1b6918b____c10_1____1.parquet,10
t_03e347c6a1b6918b____c10_1____2.parquet,10
t_03e347c6a1b6918b____c10_1____3.parquet,10
t_03e347c6a1b6918b____c10_1____4.parquet,10
t_03e347c6a1b6918b____c11_0____1.parquet,10
t_03e347c6a1b6918b____c11_0____2.parquet,10
t_03e347c6a1b6918b____c11_0____3.parquet,10
t_03e347c6a1b6918b____c11_0____4.parquet,10
t_03e347c6a1b6918b____c11_1____0.parquet,10
t_03e347c6a1b6918b____c11_1____1.parquet,10
t_03e347c6a1b6918b____c11_1____2.parquet,10
t_03e347c6a1b6918b____c11_1____3.parquet,10
t_03e347c6a1b6918b____c11_1____4.parquet,10
t_03e347c6a1b6918b____c12_0____0.parquet,10
t_03e347c6a1b6918b____c12_0____1.parquet,10
t_03e347c6a1b6918b____c12_0____2.parquet,10
t_03e347c6a1b6918b____c12_0____3.parquet,10
t_03e347c6a1b6918b____c12_0____4.parquet,10
t_03e347c6a1b6918b____c12_1____0.parquet,10
t_03e347c6a1b6918b____c12_1____1.parquet,10
t_03e347c6a1b6918b____c12_1____2.parquet,10
t_03e347c6a1b6918b____c12_1____3.parquet,10
t_03e347c6a1b6918b____c12_1____4.parquet,10
t_03e347c6a1b6918b____c13_0____0.parquet,10
t_03e347c6a1b6918b____c13_0____1.parquet,10
t_03e347c6a1b6918b____c13_0____2.parquet,10
t_03e347c6a1b6918b____c13_0____3.parquet,10
t_03e347c6a1b6918b____c13_0____4.parquet,10
t_03e347c6a1b6918b____c13_1____0.parquet,10
t_03e347c6a1b6918b____c13_1____1.parquet,10
t_03e347c6a1b6918b____c13_1____2.parquet,10
t_03e347c6a1b6918b____c13_1____3.parquet,10
t_03e347c6a1b6918b____c13_1____4.parquet,10
t_03e347c6a1b6918b____c14_0____0.parquet,10
t_03e347c6a1b6918b____c14_0____1.parquet,10
t_03e347c6a1b6918b____c14_0____2.parquet,10
t_03e347c6a1b6918b____c14_0____3.parquet,10
t_03e347c6a1b6918b____c14_0____4.parquet,10
t_03e347c6a1b6918b____c14_1____0.parquet,10
t_03e347c6a1b6918b____c14_1____1.parquet,10
t_03e347c6a1b6918b____c14_1____2.parquet,10
t_03e347c6a1b6918b____c14_1____3.parquet,10
t_03e347c6a1b6918b____c14_1____4.parquet,10
t_03e347c6a1b6918b____c15_0____0.parquet,10
t_03e347c6a1b6918b____c15_0____1.parquet,10
t_03e347c6a1b6918b____c15_0____2.parquet,10
t_03e347c6a1b6918b____c15_0____3.parquet,10
t_03e347c6a1b6918b____c15_0____4.parquet,10
t_03e347c6a1b6918b____c15_1____0.parquet,10
t_03e347c6a1b6918b____c15_1____1.parquet,10
t_03e347c6a1b6918b____c15_1____2.parquet,10
t_03e347c6a1b6918b____c15_1____3.parquet,10
t_03e347c6a1b6918b____c15_1____4.parquet,10
t_03e347c6a1b6918b____c16_0____0.parquet,10
t_03e347c6a1b6918b____c16_0____1.parquet,10
t_03e347c6a1b6918b____c16_0____2.parquet,10
t_03e347c6a1b6918b____c16_0____3.parquet,10
t_03e347c6a1b6918b____c16_0____4.parquet,10
t_03e347c6a1b6918b____c16_1____0.parquet,10
t_03e347c6a1b6918b____c16_1____1.parquet,10
t_03e347c6a1b6918b____c16_1____2.parquet,10
t_03e347c6a1b6918b____c16_1____3.parquet,10
t_03e347c6a1b6918b____c16_1____4.parquet,10
t_03e347c6a1b6918b____c17_0____0.parquet,10
t_03e347c6a1b6918b____c17_0____1.parquet,10
t_03e347c6a1b6918b____c17_0____2.parquet,10
t_03e347c6a1b6918b____c17_0____3.parquet,10
t_03e347c6a1b6918b____c17_0____4.parquet,10
t_03e347c6a1b6918b____c17_1____0.parquet,10
t_03e347c6a1b6918b____c17_1____1.parquet,10
t_03e347c6a1b6918b____c17_1____2.parquet,10
t_03e347c6a1b6918b____c17_1____3.parquet,10
t_03e347c6a1b6918b____c17_1____4.parquet,10
t_03e347c6a1b6918b____c18_0____0.parquet,10
t_03e347c6a1b6918b____c18_0____1.parquet,10
t_03e347c6a1b6918b____c18_0____2.parquet,10
t_03e347c6a1b6918b____c18_0____3.parquet,10
t_03e347c6a1b6918b____c18_0____4.parquet,10
t_03e347c6a1b6918b____c18_1____0.parquet,10
t_03e347c6a1b6918b____c18_1____1.parquet,10
t_03e347c6a1b6918b____c18_1____2.parquet,10
t_03e347c6a1b6918b____c18_1____3.parquet,10
t_03e347c6a1b6918b____c18_1____4.parquet,10
t_03e347c6a1b6918b____c19_0____0.parquet,10
t_03e347c6a1b6918b____c19_0____1.parquet,10
t_03e347c6a1b6918b____c19_0____2.parquet,10
t_03e347c6a1b6918b____c19_0____3.parquet,10
t_03e347c6a1b6918b____c19_0____4.parquet,10
t_03e347c6a1b6918b____c19_1____0.parquet,10
t_03e347c6a1b6918b____c19_1____1.parquet,10
t_03e347c6a1b6918b____c19_1____2.parquet,10
t_03e347c6a1b6918b____c19_1____3.parquet,10
t_03e347c6a1b6918b____c19_1____4.parquet,10
t_03e347c6a1b6918b____c1_0____0.parquet,10
t_03e347c6a1b6918b____c20_0____0.parquet,10
t_03e347c6a1b6918b____c20_0____1.parquet,10
t_03e347c6a1b6918b____c20_0____2.parquet,10
t_03e347c6a1b6918b____c20_0____3.parquet,10
t_03e347c6a1b6918b____c20_0____4.parquet,10
t_03e347c6a1b6918b____c20_1____0.parquet,10
t_03e347c6a1b6918b____c20_1____1.parquet,10
t_03e347c6a1b6918b____c20_1____2.parquet,10
t_03e347c6a1b6918b____c20_1____3.parquet,10
t_03e347c6a1b6918b____c20_1____4.parquet,10
t_03e347c6a1b6918b____c21_0____0.parquet,10
t_03e347c6a1b6918b____c21_0____1.parquet,10
t_03e347c6a1b6918b____c21_0____2.parquet,10
t_03e347c6a1b6918b____c21_0____3.parquet,10
t_03e347c6a1b6918b____c21_0____4.parquet,10
t_03e347c6a1b6918b____c21_1____0.parquet,10
t_03e347c6a1b6918b____c21_1____1.parquet,10
t_03e347c6a1b6918b____c21_1____2.parquet,10
t_03e347c6a1b6918b____c21_1____3.parquet,10
t_03e347c6a1b6918b____c21_1____4.parquet,10
t_03e347c6a1b6918b____c22_0____0.parquet,10
t_03e347c6a1b6918b____c22_0____1.parquet,10
t_03e347c6a1b6918b____c22_0____2.parquet,10
t_03e347c6a1b6918b____c22_0____3.parquet,10
t_03e347c6a1b6918b____c22_0____4.parquet,10
t_03e347c6a1b6918b____c2_0____0.parquet,10
t_03e347c6a1b6918b____c2_0____1.parquet,10
t_03e347c6a1b6918b____c2_0____2.parquet,10
t_03e347c6a1b6918b____c2_0____3.parquet,10
t_03e347c6a1b6918b____c2_0____4.parquet,10
t_03e347c6a1b6918b____c2_1____0.parquet,10
t_03e347c6a1b6918b____c2_1____1.parquet,10
t_03e347c6a1b6918b____c2_1____2.parquet,10
t_03e347c6a1b6918b____c2_1____3.parquet,10
t_03e347c6a1b6918b____c2_1____4.parquet,10
t_03e347c6a1b6918b____c3_0____0.parquet,10
t_03e347c6a1b6918b____c3_0____1.parquet,10
t_03e347c6a1b6918b____c3_0____2.parquet,10
t_03e347c6a1b6918b____c3_0____3.parquet,10
t_03e347c6a1b6918b____c3_0____4.parquet,10
t_03e347c6a1b6918b____c3_1____0.parquet,10
t_03e347c6a1b6918b____c3_1____1.parquet,10
t_03e347c6a1b6918b____c3_1____2.parquet,10
t_03e347c6a1b6918b____c3_1____3.parquet,10
t_03e347c6a1b6918b____c3_1____4.parquet,10
t_03e347c6a1b6918b____c4_0____0.parquet,10
t_03e347c6a1b6918b____c4_0____1.parquet,10
t_03e347c6a1b6918b____c4_0____2.parquet,10
t_03e347c6a1b6918b____c4_0____3.parquet,10
t_03e347c6a1b6918b____c4_0____4.parquet,10
t_03e347c6a1b6918b____c4_1____0.parquet,10
t_03e347c6a1b6918b____c4_1____1.parquet,10
t_03e347c6a1b6918b____c4_1____2.parquet,10
t_03e347c6a1b6918b____c4_1____3.parquet,10
t_03e347c6a1b6918b____c4_1____4.parquet,10
t_03e347c6a1b6918b____c5_0____0.parquet,10
t_03e347c6a1b6918b____c5_0____1.parquet,10
t_03e347c6a1b6918b____c5_0____2.parquet,10
t_03e347c6a1b6918b____c5_0____3.parquet,10
t_03e347c6a1b6918b____c5_0____4.parquet,10
t_03e347c6a1b6918b____c5_1____0.parquet,10
t_03e347c6a1b6918b____c5_1____1.parquet,10
t_03e347c6a1b6918b____c5_1____2.parquet,10
t_03e347c6a1b6918b____c5_1____3.parquet,10
t_03e347c6a1b6918b____c5_1____4.parquet,10
t_03e347c6a1b6918b____c6_0____0.parquet,10
t_03e347c6a1b6918b____c6_0____1.parquet,10
t_03e347c6a1b6918b____c6_0____2.parquet,10
t_03e347c6a1b6918b____c6_0____3.parquet,10
t_03e347c6a1b6918b____c6_0____4.parquet,10
t_03e347c6a1b6918b____c6_1____0.parquet,10
t_03e347c6a1b6918b____c6_1____1.parquet,10
t_03e347c6a1b6918b____c6_1____2.parquet,10
t_03e347c6a1b6918b____c6_1____3.parquet,10
t_03e347c6a1b6918b____c6_1____4.parquet,10
t_03e347c6a1b6918b____c7_0____0.parquet,10
t_03e347c6a1b6918b____c7_0____1.parquet,10
t_03e347c6a1b6918b____c7_0____2.parquet,10
t_03e347c6a1b6918b____c7_0____3.parquet,10
t_03e347c6a1b6918b____c7_0____4.parquet,10
t_03e347c6a1b6918b____c7_1____0.parquet,10
t_03e347c6a1b6918b____c7_1____1.parquet,10
t_03e347c6a1b6918b____c7_1____2.parquet,10
t_03e347c6a1b6918b____c7_1____3.parquet,10
t_03e347c6a1b6918b____c7_1____4.parquet,10
t_03e347c6a1b6918b____c8_0____0.parquet,10
t_03e347c6a1b6918b____c8_0____1.parquet,10
t_03e347c6a1b6918b____c8_0____2.parquet,10
t_03e347c6a1b6918b____c8_0____3.parquet,10
t_03e347c6a1b6918b____c8_0____4.parquet,10
t_03e347c6a1b6918b____c8_1____0.parquet,10
t_03e347c6a1b6918b____c8_1____1.parquet,10
t_03e347c6a1b6918b____c8_1____2.parquet,10
t_03e347c6a1b6918b____c8_1____3.parquet,10
t_03e347c6a1b6918b____c8_1____4.parquet,10
t_03e347c6a1b6918b____c9_0____0.parquet,10
t_03e347c6a1b6918b____c9_0____1.parquet,10
t_03e347c6a1b6918b____c9_0____2.parquet,10
t_03e347c6a1b6918b____c9_0____3.parquet,10
t_03e347c6a1b6918b____c9_0____4.parquet,10
t_03e347c6a1b6918b____c9_1____0.parquet,10
t_03e347c6a1b6918b____c9_1____1.parquet,10
t_03e347c6a1b6918b____c9_1____2.parquet,10
t_03e347c6a1b6918b____c9_1____3.parquet,10
t_03e347c6a1b6918b____c9_1____4.parquet,10
t_1934eacab8c57857____c10_0____0.parquet,11
t_1934eacab8c57857____c10_0____1.parquet,11
t_1934eacab8c57857____c10_0____2.parquet,11
t_1934eacab8c57857____c10_0____3.parquet,11
t_1934eacab8c57857____c10_0____4.parquet,11
t_1934eacab8c57857____c11_1____0.parquet,11
t_1934eacab8c57857____c11_1____2.parquet,11
t_1934eacab8c57857____c11_1____3.parquet,11
t_1934eacab8c57857____c11_1____4.parquet,11
t_1934eacab8c57857____c12_0____0.parquet,11
t_1934eacab8c57857____c12_1____0.parquet,11
t_1934eacab8c57857____c12_1____1.parquet,11
t_1934eacab8c57857____c12_1____2.parquet,11
t_1934eacab8c57857____c12_1____3.parquet,11
t_1934eacab8c57857____c12_1____4.parquet,11
t_1934eacab8c57857____c13_0____0.parquet,11
t_1934eacab8c57857____c13_0____1.parquet,11
t_1934eacab8c57857____c13_0____2.parquet,11
t_1934eacab8c57857____c13_0____3.parquet,11
t_1934eacab8c57857____c13_0____4.parquet,11
t_1934eacab8c57857____c13_1____0.parquet,11
t_1934eacab8c57857____c14_1____0.parquet,11
t_1934eacab8c57857____c14_1____1.parquet,11
t_1934eacab8c57857____c14_1____2.parquet,11
t_1934eacab8c57857____c14_1____3.parquet,11
t_1934eacab8c57857____c14_1____4.parquet,11
t_1934eacab8c57857____c15_0____0.parquet,11
t_1934eacab8c57857____c15_0____1.parquet,11
t_1934eacab8c57857____c15_0____2.parquet,11
t_1934eacab8c57857____c15_0____3.parquet,11
t_1934eacab8c57857____c15_0____4.parquet,11
t_1934eacab8c57857____c15_1____0.parquet,11
t_1934eacab8c57857____c15_1____1.parquet,11
t_1934eacab8c57857____c15_1____2.parquet,11
t_1934eacab8c57857____c15_1____3.parquet,11
t_1934eacab8c57857____c15_1____4.parquet,11
t_1934eacab8c57857____c16_0____0.parquet,11
t_1934eacab8c57857____c16_0____1.parquet,11
t_1934eacab8c57857____c16_0____2.parquet,11
t_1934eacab8c57857____c16_0____3.parquet,11
t_1934eacab8c57857____c16_0____4.parquet,11
t_1934eacab8c57857____c16_1____0.parquet,11
t_1934eacab8c57857____c16_1____1.parquet,11
t_1934eacab8c57857____c16_1____2.parquet,11
t_1934eacab8c57857____c16_1____3.parquet,11
t_1934eacab8c57857____c16_1____4.parquet,11
t_1934eacab8c57857____c17_0____0.parquet,11
t_1934eacab8c57857____c17_0____1.parquet,11
t_1934eacab8c57857____c17_0____2.parquet,11
t_1934eacab8c57857____c17_0____3.parquet,11
t_1934eacab8c57857____c17_0____4.parquet,11
t_1934eacab8c57857____c17_1____0.parquet,11
t_1934eacab8c57857____c17_1____1.parquet,11
t_1934eacab8c57857____c17_1____2.parquet,11
t_1934eacab8c57857____c17_1____3.parquet,11
t_1934eacab8c57857____c17_1____4.parquet,11
t_1934eacab8c57857____c18_0____0.parquet,11
t_1934eacab8c57857____c18_0____1.parquet,11
t_1934eacab8c57857____c18_0____2.parquet,11
t_1934eacab8c57857____c18_0____3.parquet,11
t_1934eacab8c57857____c18_0____4.parquet,11
t_1934eacab8c57857____c18_1____0.parquet,11
t_1934eacab8c57857____c18_1____1.parquet,11
t_1934eacab8c57857____c18_1____2.parquet,11
t_1934eacab8c57857____c18_1____3.parquet,11
t_1934eacab8c57857____c18_1____4.parquet,11
t_1934eacab8c57857____c19_0____0.parquet,11
t_1934eacab8c57857____c19_0____1.parquet,11
t_1934eacab8c57857____c19_0____2.parquet,11
t_1934eacab8c57857____c19_0____3.parquet,11
t_1934eacab8c57857____c19_0____4.parquet,11
t_1934eacab8c57857____c6_1____0.parquet,11
t_1934eacab8c57857____c6_1____1.parquet,11
t_1934eacab8c57857____c6_1____2.parquet,11
t_1934eacab8c57857____c7_0____0.parquet,11
t_1934eacab8c57857____c7_0____1.parquet,11
t_1934eacab8c57857____c7_0____2.parquet,11
t_1934eacab8c57857____c7_0____3.parquet,11
t_1934eacab8c57857____c7_0____4.parquet,11
t_1934eacab8c57857____c7_1____0.parquet,11
t_1934eacab8c57857____c7_1____1.parquet,11
t_1934eacab8c57857____c7_1____2.parquet,11
t_1934eacab8c57857____c8_1____0.parquet,11
t_1934eacab8c57857____c8_1____1.parquet,11
t_1934eacab8c57857____c8_1____2.parquet,11
t_1934eacab8c57857____c8_1____3.parquet,11
t_1934eacab8c57857____c8_1____4.parquet,11
t_1934eacab8c57857____c11_1____1.parquet,11
t_1934eacab8c57857____c12_0____1.parquet,11
t_1934eacab8c57857____c12_0____2.parquet,11
t_1934eacab8c57857____c13_1____1.parquet,11
t_1934eacab8c57857____c13_1____2.parquet,11
t_1934eacab8c57857____c14_0____1.parquet,11
t_1934eacab8c57857____c14_0____2.parquet,11
t_1934eacab8c57857____c9_1____1.parquet,11
t_1934eacab8c57857____c9_1____2.parquet,11
t_1934eacab8c57857____c10_1____0.parquet,11
t_1934eacab8c57857____c10_1____1.parquet,11
t_1934eacab8c57857____c10_1____2.parquet,11
t_1934eacab8c57857____c10_1____3.parquet,11
t_1934eacab8c57857____c10_1____4.parquet,11
t_1934eacab8c57857____c11_0____0.parquet,11
t_1934eacab8c57857____c11_0____1.parquet,11
t_1934eacab8c57857____c11_0____2.parquet,11
t_1934eacab8c57857____c11_0____3.parquet,11
t_1934eacab8c57857____c11_0____4.parquet,11
t_1934eacab8c57857____c12_0____3.parquet,11
t_1934eacab8c57857____c12_0____4.parquet,11
t_1934eacab8c57857____c13_1____3.parquet,11
t_1934eacab8c57857____c13_1____4.parquet,11
t_1934eacab8c57857____c14_0____0.parquet,11
t_1934eacab8c57857____c14_0____3.parquet,11
t_1934eacab8c57857____c14_0____4.parquet,11
t_1934eacab8c57857____c2_0____0.parquet,11
t_1934eacab8c57857____c2_0____1.parquet,11
t_1934eacab8c57857____c2_0____2.parquet,11
t_1934eacab8c57857____c2_0____3.parquet,11
t_1934eacab8c57857____c2_0____4.parquet,11
t_1934eacab8c57857____c2_1____0.parquet,11
t_1934eacab8c57857____c2_1____1.parquet,11
t_1934eacab8c57857____c2_1____2.parquet,11
t_1934eacab8c57857____c2_1____3.parquet,11
t_1934eacab8c57857____c2_1____4.parquet,11
t_1934eacab8c57857____c3_1____0.parquet,11
t_1934eacab8c57857____c3_1____1.parquet,11
t_1934eacab8c57857____c3_1____2.parquet,11
t_1934eacab8c57857____c3_1____3.parquet,11
t_1934eacab8c57857____c3_1____4.parquet,11
t_1934eacab8c57857____c4_0____0.parquet,11
t_1934eacab8c57857____c4_0____1.parquet,11
t_1934eacab8c57857____c4_0____2.parquet,11
t_1934eacab8c57857____c4_0____3.parquet,11
t_1934eacab8c57857____c4_0____4.parquet,11
t_1934eacab8c57857____c6_0____0.parquet,11
t_1934eacab8c57857____c6_0____1.parquet,11
t_1934eacab8c57857____c6_0____2.parquet,11
t_1934eacab8c57857____c6_0____3.parquet,11
t_1934eacab8c57857____c6_0____4.parquet,11
t_1934eacab8c57857____c7_1____3.parquet,11
t_1934eacab8c57857____c7_1____4.parquet,11
t_1934eacab8c57857____c8_0____0.parquet,11
t_1934eacab8c57857____c8_0____1.parquet,11
t_1934eacab8c57857____c8_0____2.parquet,11
t_1934eacab8c57857____c8_0____3.parquet,11
t_1934eacab8c57857____c8_0____4.parquet,11
t_1934eacab8c57857____c9_0____0.parquet,11
t_1934eacab8c57857____c9_0____1.parquet,11
t_1934eacab8c57857____c9_0____2.parquet,11
t_1934eacab8c57857____c9_0____3.parquet,11
t_1934eacab8c57857____c9_0____4.parquet,11
t_1934eacab8c57857____c9_1____0.parquet,11
t_1934eacab8c57857____c9_1____3.parquet,11
t_1934eacab8c57857____c9_1____4.parquet,11
t_1934eacab8c57857____c1_0____0.parquet,11
t_1934eacab8c57857____c1_0____1.parquet,11
t_1934eacab8c57857____c1_0____2.parquet,11
t_1934eacab8c57857____c1_0____3.parquet,11
t_1934eacab8c57857____c1_0____4.parquet,11
t_1934eacab8c57857____c5_1____0.parquet,11
t_1934eacab8c57857____c5_1____1.parquet,11
t_1934eacab8c57857____c5_1____2.parquet,11
t_1934eacab8c57857____c5_1____3.parquet,11
t_1934eacab8c57857____c5_1____4.parquet,11
t_1934eacab8c57857____c3_0____3.parquet,11
t_1934eacab8c57857____c3_0____4.parquet,11
t_1934eacab8c57857____c4_1____0.parquet,11
t_1934eacab8c57857____c4_1____3.parquet,11
t_1934eacab8c57857____c4_1____4.parquet,11
t_1934eacab8c57857____c5_0____0.parquet,11
t_1934eacab8c57857____c5_0____1.parquet,11
t_1934eacab8c57857____c5_0____2.parquet,11
t_1934eacab8c57857____c5_0____3.parquet,11
t_1934eacab8c57857____c5_0____4.parquet,11
t_1934eacab8c57857____c6_1____3.parquet,11
t_1934eacab8c57857____c6_1____4.parquet,11
t_1934eacab8c57857____c4_1____1.parquet,11
t_1934eacab8c57857____c4_1____2.parquet,11
t_1d580f266b2a923b____c10_0____0.parquet,12
t_1d580f266b2a923b____c10_0____1.parquet,12
t_1d580f266b2a923b____c10_0____2.parquet,12
t_1d580f266b2a923b____c10_0____3.parquet,12
t_1d580f266b2a923b____c10_0____4.parquet,12
t_1d580f266b2a923b____c10_1____0.parquet,12
t_1d580f266b2a923b____c10_1____1.parquet,12
t_1d580f266b2a923b____c10_1____2.parquet,12
t_1d580f266b2a923b____c10_1____3.parquet,12
t_1d580f266b2a923b____c10_1____4.parquet,12
t_1d580f266b2a923b____c11_0____0.parquet,12
t_1d580f266b2a923b____c11_0____1.parquet,12
t_1d580f266b2a923b____c11_0____2.parquet,12
t_1d580f266b2a923b____c11_0____3.parquet,12
t_1d580f266b2a923b____c11_0____4.parquet,12
t_1d580f266b2a923b____c11_1____0.parquet,12
t_1d580f266b2a923b____c11_1____1.parquet,12
t_1d580f266b2a923b____c11_1____2.parquet,12
t_1d580f266b2a923b____c11_1____3.parquet,12
t_1d580f266b2a923b____c11_1____4.parquet,12
t_1d580f266b2a923b____c12_0____0.parquet,12
t_1d580f266b2a923b____c12_0____1.parquet,12
t_1d580f266b2a923b____c12_0____2.parquet,12
t_1d580f266b2a923b____c12_0____3.parquet,12
t_1d580f266b2a923b____c12_0____4.parquet,12
t_1d580f266b2a923b____c4_1____0.parquet,12
t_1d580f266b2a923b____c4_1____1.parquet,12
t_1d580f266b2a923b____c4_1____2.parquet,12
t_1d580f266b2a923b____c4_1____3.parquet,12
t_1d580f266b2a923b____c4_1____4.parquet,12
t_1d580f266b2a923b____c5_1____0.parquet,12
t_1d580f266b2a923b____c5_1____1.parquet,12
t_1d580f266b2a923b____c5_1____2.parquet,12
t_1d580f266b2a923b____c5_1____3.parquet,12
t_1d580f266b2a923b____c5_1____4.parquet,12
t_1d580f266b2a923b____c6_0____0.parquet,12
t_1d580f266b2a923b____c6_0____1.parquet,12
t_1d580f266b2a923b____c6_0____2.parquet,12
t_1d580f266b2a923b____c6_0____3.parquet,12
t_1d580f266b2a923b____c6_0____4.parquet,12
t_1d580f266b2a923b____c7_0____0.parquet,12
t_1d580f266b2a923b____c7_0____1.parquet,12
t_1d580f266b2a923b____c7_0____2.parquet,12
t_1d580f266b2a923b____c7_0____3.parquet,12
t_1d580f266b2a923b____c7_0____4.parquet,12
t_1d580f266b2a923b____c7_1____0.parquet,12
t_1d580f266b2a923b____c7_1____1.parquet,12
t_1d580f266b2a923b____c7_1____2.parquet,12
t_1d580f266b2a923b____c7_1____3.parquet,12
t_1d580f266b2a923b____c7_1____4.parquet,12
t_1d580f266b2a923b____c8_0____0.parquet,12
t_1d580f266b2a923b____c8_0____1.parquet,12
t_1d580f266b2a923b____c8_0____2.parquet,12
t_1d580f266b2a923b____c8_0____3.parquet,12
t_1d580f266b2a923b____c8_0____4.parquet,12
t_1d580f266b2a923b____c8_1____0.parquet,12
t_1d580f266b2a923b____c8_1____1.parquet,12
t_1d580f266b2a923b____c8_1____2.parquet,12
t_1d580f266b2a923b____c8_1____3.parquet,12
t_1d580f266b2a923b____c8_1____4.parquet,12
t_1d580f266b2a923b____c9_0____0.parquet,12
t_1d580f266b2a923b____c9_0____1.parquet,12
t_1d580f266b2a923b____c9_0____2.parquet,12
t_1d580f266b2a923b____c9_0____3.parquet,12
t_1d580f266b2a923b____c9_0____4.parquet,12
t_1d580f266b2a923b____c9_1____0.parquet,12
t_1d580f266b2a923b____c9_1____1.parquet,12
t_1d580f266b2a923b____c9_1____2.parquet,12
t_1d580f266b2a923b____c9_1____3.parquet,12
t_1d580f266b2a923b____c9_1____4.parquet,12
t_1d580f266b2a923b____c6_1____2.parquet,12
t_1d580f266b2a923b____c5_0____4.parquet,12
t_1d580f266b2a923b____c6_1____4.parquet,12
t_1d580f266b2a923b____c5_0____0.parquet,12
t_1d580f266b2a923b____c5_0____1.parquet,12
t_1d580f266b2a923b____c5_0____2.parquet,12
t_1d580f266b2a923b____c5_0____3.parquet,12
t_1d580f266b2a923b____c6_1____0.parquet,12
t_1d580f266b2a923b____c6_1____1.parquet,12
t_1d580f266b2a923b____c6_1____3.parquet,12
t_1d580f266b2a923b____c1_0____0.parquet,13
t_1d580f266b2a923b____c1_0____1.parquet,13
t_1d580f266b2a923b____c1_0____2.parquet,13
t_1d580f266b2a923b____c1_0____3.parquet,13
t_1d580f266b2a923b____c1_0____4.parquet,13
t_1d580f266b2a923b____c2_0____0.parquet,12
t_1d580f266b2a923b____c2_0____1.parquet,12
t_1d580f266b2a923b____c2_0____2.parquet,12
t_1d580f266b2a923b____c2_0____3.parquet,12
t_1d580f266b2a923b____c2_0____4.parquet,12
t_1d580f266b2a923b____c2_1____0.parquet,12
t_1d580f266b2a923b____c2_1____1.parquet,12
t_1d580f266b2a923b____c2_1____2.parquet,12
t_1d580f266b2a923b____c2_1____3.parquet,12
